tool	cpu	sock	cor	log	ram	siz	thr	strategy	start	stop	time	mem	comment
fintan	epyc	2	64	128	128	04	16	"###FULL#CORPUS#200K##"	1738105068	1738105081	13	0	x
fintan	epyc	2	64	128	128	04	32	"###FULL#CORPUS#200K##"	1738105081	1738105096	15	0	x
fintan	epyc	2	64	128	128	04	48	"###FULL#CORPUS#200K##"	1738105096	1738105110	14	0	x
fintan	epyc	2	64	128	128	04	64	"###FULL#CORPUS#200K##"	1738105124	1738105137	13	0	x
fintan	epyc	2	64	128	128	04	96	"###FULL#CORPUS#200K##"	1738105110	1738105124	14	0	x
fintan	epyc	2	64	128	128	04	128	"###FULL#CORPUS#200K##"	1738105137	1738105150	13	0	x
fintan	epyc	2	64	128	128	04	1	"###AVG#CORPUS#200tp##"	1738105150	1738105216	66	0	x
fintan	epyc	2	64	128	128	04	4	"###AVG#CORPUS#200tp##"	1738105216	1738105295	79	0	x
fintan	epyc	2	64	128	128	04	16	"###AVG#CORPUS#200tp##"	1738105295	1738105361	66	0	x
fintan	epyc	2	64	128	128	04	32	"###AVG#CORPUS#200tp##"	1738105361	1738105418	57	0	x
fintan	epyc	2	64	128	128	04	48	"###AVG#CORPUS#200tp##"	1738105418	1738105464	46	0	x
fintan	epyc	2	64	128	128	04	64	"###AVG#CORPUS#200tp##"	1738105495	1738105533	38	0	x
fintan	epyc	2	64	128	128	04	96	"###AVG#CORPUS#200tp##"	1738105464	1738105495	31	0	x
fintan	epyc	2	64	128	128	04	128	"###AVG#CORPUS#200tp##"	1738105533	1738105561	28	0	x
fintan	epyc	2	64	128	128	07	1	"###FULL#CORPUS#200K##"	1738105562	1738105602	40	0	x
fintan	epyc	2	64	128	128	07	4	"###FULL#CORPUS#200K##"	1738105602	1738105620	18	0	x
fintan	epyc	2	64	128	128	07	16	"###FULL#CORPUS#200K##"	1738105620	1738105637	17	0	x
fintan	epyc	2	64	128	128	07	32	"###FULL#CORPUS#200K##"	1738105637	1738105653	16	0	x
fintan	epyc	2	64	128	128	07	48	"###FULL#CORPUS#200K##"	1738105653	1738105670	17	0	x
fintan	epyc	2	64	128	128	07	64	"###FULL#CORPUS#200K##"	1738105687	1738105704	17	0	x
fintan	epyc	2	64	128	128	07	96	"###FULL#CORPUS#200K##"	1738105670	1738105687	17	0	x
fintan	epyc	2	64	128	128	07	128	"###FULL#CORPUS#200K##"	1738105704	1738105722	18	0	x
fintan	epyc	2	64	128	128	07	1	"###AVG#CORPUS#200tp##"	1738105722	1738105833	111	0	x
fintan	epyc	2	64	128	128	07	4	"###AVG#CORPUS#200tp##"	1738105833	1738106007	174	0	x
fintan	epyc	2	64	128	128	07	16	"###AVG#CORPUS#200tp##"	1738106008	1738106130	122	0	x
fintan	epyc	2	64	128	128	07	32	"###AVG#CORPUS#200tp##"	1738106130	1738106229	99	0	x
fintan	epyc	2	64	128	128	07	48	"###AVG#CORPUS#200tp##"	1738106229	1738106306	77	0	x
fintan	epyc	2	64	128	128	07	64	"###AVG#CORPUS#200tp##"	1738106360	1738106427	67	0	x
fintan	epyc	2	64	128	128	07	96	"###AVG#CORPUS#200tp##"	1738106306	1738106360	54	0	x
fintan	epyc	2	64	128	128	07	128	"###AVG#CORPUS#200tp##"	1738106427	1738106474	47	0	x
fintan	epyc	2	64	128	128	08	1	"###FULL#CORPUS#200K##"	1738106475	1738106522	47	0	x
fintan	epyc	2	64	128	128	08	4	"###FULL#CORPUS#200K##"	1738106522	1738106542	20	0	x
fintan	epyc	2	64	128	128	08	16	"###FULL#CORPUS#200K##"	1738106542	1738106561	19	0	x
fintan	epyc	2	64	128	128	08	32	"###FULL#CORPUS#200K##"	1738106561	1738106579	18	0	x
fintan	epyc	2	64	128	128	08	48	"###FULL#CORPUS#200K##"	1738106579	1738106599	20	0	x
fintan	epyc	2	64	128	128	08	64	"###FULL#CORPUS#200K##"	1738106618	1738106635	17	0	x
fintan	epyc	2	64	128	128	08	96	"###FULL#CORPUS#200K##"	1738106599	1738106618	19	0	x
fintan	epyc	2	64	128	128	08	128	"###FULL#CORPUS#200K##"	1738106635	1738106653	18	0	x
fintan	epyc	2	64	128	128	08	1	"###AVG#CORPUS#200tp##"	1738106653	1738106785	132	0	x
fintan	epyc	2	64	128	128	08	4	"###AVG#CORPUS#200tp##"	1738106785	1738106995	210	0	x
fintan	epyc	2	64	128	128	08	16	"###AVG#CORPUS#200tp##"	1738106995	1738107146	151	0	x
fintan	epyc	2	64	128	128	08	32	"###AVG#CORPUS#200tp##"	1738107146	1738107260	114	0	x
fintan	epyc	2	64	128	128	08	48	"###AVG#CORPUS#200tp##"	1738107260	1738107348	88	0	x
fintan	epyc	2	64	128	128	08	64	"###AVG#CORPUS#200tp##"	1738107409	1738107484	75	0	x
fintan	epyc	2	64	128	128	08	96	"###AVG#CORPUS#200tp##"	1738107348	1738107409	61	0	x
fintan	epyc	2	64	128	128	08	128	"###AVG#CORPUS#200tp##"	1738107484	1738107540	56	0	x
fintan	epyc	2	64	128	128	10	1	"###FULL#CORPUS#200K##"	1738107541	1738107603	62	0	x
fintan	epyc	2	64	128	128	10	4	"###FULL#CORPUS#200K##"	1738107603	1738107627	24	0	x
fintan	epyc	2	64	128	128	10	16	"###FULL#CORPUS#200K##"	1738107627	1738107648	21	0	x
fintan	epyc	2	64	128	128	10	32	"###FULL#CORPUS#200K##"	1738107648	1738107669	21	0	x
fintan	epyc	2	64	128	128	10	48	"###FULL#CORPUS#200K##"	1738107669	1738107690	21	0	x
fintan	epyc	2	64	128	128	10	64	"###FULL#CORPUS#200K##"	1738107710	1738107731	21	0	x
fintan	epyc	2	64	128	128	10	96	"###FULL#CORPUS#200K##"	1738107690	1738107710	20	0	x
fintan	epyc	2	64	128	128	10	128	"###FULL#CORPUS#200K##"	1738107731	1738107752	21	0	x
fintan	epyc	2	64	128	128	10	1	"###AVG#CORPUS#200tp##"	1738107752	1738107911	159	0	x
fintan	epyc	2	64	128	128	10	4	"###AVG#CORPUS#200tp##"	1738107911	1738108157	246	0	x
fintan	epyc	2	64	128	128	10	16	"###AVG#CORPUS#200tp##"	1738108157	1738108347	190	0	x
fintan	epyc	2	64	128	128	10	32	"###AVG#CORPUS#200tp##"	1738108347	1738108492	145	0	x
fintan	epyc	2	64	128	128	10	48	"###AVG#CORPUS#200tp##"	1738108492	1738108603	111	0	x
fintan	epyc	2	64	128	128	10	64	"###AVG#CORPUS#200tp##"	1738108678	1738108769	91	0	x
fintan	epyc	2	64	128	128	10	96	"###AVG#CORPUS#200tp##"	1738108603	1738108678	75	0	x
fintan	epyc	2	64	128	128	10	128	"###AVG#CORPUS#200tp##"	1738108769	1738108836	67	0	x
fintan	epyc	2	64	128	128	16	1	"###FULL#CORPUS#200K##"	1738108838	1738108923	85	0	x
fintan	epyc	2	64	128	128	16	4	"###FULL#CORPUS#200K##"	1738108923	1738108953	30	0	x
fintan	epyc	2	64	128	128	16	16	"###FULL#CORPUS#200K##"	1738108953	1738108979	26	0	x
fintan	epyc	2	64	128	128	16	32	"###FULL#CORPUS#200K##"	1738108979	1738109005	26	0	x
fintan	epyc	2	64	128	128	16	48	"###FULL#CORPUS#200K##"	1738109005	1738109032	27	0	x
fintan	epyc	2	64	128	128	16	64	"###FULL#CORPUS#200K##"	1738109059	1738109085	26	0	x
fintan	epyc	2	64	128	128	16	96	"###FULL#CORPUS#200K##"	1738109032	1738109059	27	0	x
fintan	epyc	2	64	128	128	16	128	"###FULL#CORPUS#200K##"	1738109085	1738109114	29	0	x
fintan	epyc	2	64	128	128	16	1	"###AVG#CORPUS#200tp##"	1738109114	1738109366	252	0	x
fintan	epyc	2	64	128	128	16	4	"###AVG#CORPUS#200tp##"	1738109366	1738109600	234	0	x
fintan	epyc	2	64	128	128	16	16	"###AVG#CORPUS#200tp##"	1738109600	1738109880	280	0	x
fintan	epyc	2	64	128	128	16	32	"###AVG#CORPUS#200tp##"	1738109880	1738110106	226	0	x
fintan	epyc	2	64	128	128	16	48	"###AVG#CORPUS#200tp##"	1738110106	1738110283	177	0	x
fintan	epyc	2	64	128	128	16	64	"###AVG#CORPUS#200tp##"	1738110400	1738110548	148	0	x
fintan	epyc	2	64	128	128	16	96	"###AVG#CORPUS#200tp##"	1738110283	1738110400	117	0	x
fintan	epyc	2	64	128	128	16	128	"###AVG#CORPUS#200tp##"	1738110548	1738110656	108	0	x
fintan	epyc	2	64	128	128	20	1	"###FULL#CORPUS#200K##"	1738110658	1738110766	108	0	x
fintan	epyc	2	64	128	128	20	4	"###FULL#CORPUS#200K##"	1738110766	1738110802	36	0	x
fintan	epyc	2	64	128	128	20	16	"###FULL#CORPUS#200K##"	1738110802	1738110832	30	0	x
fintan	epyc	2	64	128	128	20	32	"###FULL#CORPUS#200K##"	1738110832	1738110862	30	0	x
fintan	epyc	2	64	128	128	20	48	"###FULL#CORPUS#200K##"	1738110862	1738110894	32	0	x
fintan	epyc	2	64	128	128	20	64	"###FULL#CORPUS#200K##"	1738110924	1738110956	32	0	x
fintan	epyc	2	64	128	128	20	96	"###FULL#CORPUS#200K##"	1738110894	1738110924	30	0	x
fintan	epyc	2	64	128	128	20	128	"###FULL#CORPUS#200K##"	1738110956	1738110986	30	0	x
fintan	epyc	2	64	128	128	20	1	"###AVG#CORPUS#200tp##"	1738110986	1738111305	319	0	x
fintan	epyc	2	64	128	128	20	4	"###AVG#CORPUS#200tp##"	1738111305	1738111798	493	0	x
fintan	epyc	2	64	128	128	20	16	"###AVG#CORPUS#200tp##"	1738111798	1738112144	346	0	x
fintan	epyc	2	64	128	128	20	32	"###AVG#CORPUS#200tp##"	1738112144	1738112429	285	0	x
fintan	epyc	2	64	128	128	20	48	"###AVG#CORPUS#200tp##"	1738112429	1738112650	221	0	x
fintan	epyc	2	64	128	128	20	64	"###AVG#CORPUS#200tp##"	1738112800	1738112987	187	0	x
fintan	epyc	2	64	128	128	20	96	"###AVG#CORPUS#200tp##"	1738112650	1738112800	150	0	x
fintan	epyc	2	64	128	128	20	128	"###AVG#CORPUS#200tp##"	1738112987	1738113121	134	0	x
fintan	epyc	2	64	128	128	24	1	"###FULL#CORPUS#200K##"	1738113124	1738113247	123	0	x
fintan	epyc	2	64	128	128	24	4	"###FULL#CORPUS#200K##"	1738113247	1738113291	44	0	x
fintan	epyc	2	64	128	128	24	16	"###FULL#CORPUS#200K##"	1738113291	1738113326	35	0	x
fintan	epyc	2	64	128	128	24	32	"###FULL#CORPUS#200K##"	1738113326	1738113362	36	0	x
fintan	epyc	2	64	128	128	24	48	"###FULL#CORPUS#200K##"	1738113362	1738113399	37	0	x
fintan	epyc	2	64	128	128	24	64	"###FULL#CORPUS#200K##"	1738113433	1738113468	35	0	x
fintan	epyc	2	64	128	128	24	96	"###FULL#CORPUS#200K##"	1738113399	1738113433	34	0	x
fintan	epyc	2	64	128	128	24	128	"###FULL#CORPUS#200K##"	1738113468	1738113503	35	0	x
fintan	epyc	2	64	128	128	24	1	"###AVG#CORPUS#200tp##"	1738113503	1738113880	377	0	x
fintan	epyc	2	64	128	128	24	4	"###AVG#CORPUS#200tp##"	1738113880	1738114487	607	0	x
fintan	epyc	2	64	128	128	24	16	"###AVG#CORPUS#200tp##"	1738114487	1738114946	459	0	x
fintan	epyc	2	64	128	128	24	32	"###AVG#CORPUS#200tp##"	1738114946	1738115290	344	0	x
fintan	epyc	2	64	128	128	24	48	"###AVG#CORPUS#200tp##"	1738115290	1738115552	262	0	x
fintan	epyc	2	64	128	128	24	64	"###AVG#CORPUS#200tp##"	1738115733	1738115953	220	0	x
fintan	epyc	2	64	128	128	24	96	"###AVG#CORPUS#200tp##"	1738115552	1738115733	181	0	x
fintan	epyc	2	64	128	128	24	128	"###AVG#CORPUS#200tp##"	1738115953	1738116110	157	0	x
fintan	epyc	2	64	128	128	30	1	"###FULL#CORPUS#200K##"	1738116114	1738116269	155	0	x
fintan	epyc	2	64	128	128	30	4	"###FULL#CORPUS#200K##"	1738116269	1738116318	49	0	x
fintan	epyc	2	64	128	128	30	16	"###FULL#CORPUS#200K##"	1738116318	1738116359	41	0	x
fintan	epyc	2	64	128	128	30	32	"###FULL#CORPUS#200K##"	1738116359	1738116399	40	0	x
fintan	epyc	2	64	128	128	30	48	"###FULL#CORPUS#200K##"	1738116399	1738116439	40	0	x
fintan	epyc	2	64	128	128	30	64	"###FULL#CORPUS#200K##"	1738116480	1738116521	41	0	x
fintan	epyc	2	64	128	128	30	96	"###FULL#CORPUS#200K##"	1738116439	1738116480	41	0	x
fintan	epyc	2	64	128	128	30	128	"###FULL#CORPUS#200K##"	1738116521	1738116564	43	0	x
fintan	epyc	2	64	128	128	30	1	"###AVG#CORPUS#200tp##"	1738116564	1738117030	466	0	x
fintan	epyc	2	64	128	128	30	4	"###AVG#CORPUS#200tp##"	1738117030	1738117524	494	0	x
fintan	epyc	2	64	128	128	30	16	"###AVG#CORPUS#200tp##"	1738117524	1738118037	513	0	x
fintan	epyc	2	64	128	128	30	32	"###AVG#CORPUS#200tp##"	1738118037	1738118456	419	0	x
fintan	epyc	2	64	128	128	30	48	"###AVG#CORPUS#200tp##"	1738118456	1738118781	325	0	x
fintan	epyc	2	64	128	128	30	64	"###AVG#CORPUS#200tp##"	1738119003	1738119277	274	0	x
fintan	epyc	2	64	128	128	30	96	"###AVG#CORPUS#200tp##"	1738118781	1738119003	222	0	x
fintan	epyc	2	64	128	128	30	128	"###AVG#CORPUS#200tp##"	1738119277	1738119474	197	0	x
fintan	epyc	2	64	128	128	40	1	"###FULL#CORPUS#200K##"	1738119479	1738119686	207	0	x
fintan	epyc	2	64	128	128	40	4	"###FULL#CORPUS#200K##"	1738119686	1738119750	64	0	x
fintan	epyc	2	64	128	128	40	16	"###FULL#CORPUS#200K##"	1738119750	1738119798	48	0	x
fintan	epyc	2	64	128	128	40	32	"###FULL#CORPUS#200K##"	1738119798	1738119847	49	0	x
fintan	epyc	2	64	128	128	40	48	"###FULL#CORPUS#200K##"	1738119847	1738119900	53	0	x
fintan	epyc	2	64	128	128	40	64	"###FULL#CORPUS#200K##"	1738119951	1738120001	50	0	x
fintan	epyc	2	64	128	128	40	96	"###FULL#CORPUS#200K##"	1738119900	1738119951	51	0	x
fintan	epyc	2	64	128	128	40	128	"###FULL#CORPUS#200K##"	1738120001	1738120052	51	0	x
fintan	epyc	2	64	128	128	40	1	"###AVG#CORPUS#200tp##"	1738120052	1738120687	635	0	x
fintan	epyc	2	64	128	128	40	4	"###AVG#CORPUS#200tp##"	1738120687	1738121255	568	0	x
fintan	epyc	2	64	128	128	40	16	"###AVG#CORPUS#200tp##"	1738121255	1738121910	655	0	x
fintan	epyc	2	64	128	128	40	32	"###AVG#CORPUS#200tp##"	1738121910	1738122473	563	0	x
fintan	epyc	2	64	128	128	40	48	"###AVG#CORPUS#200tp##"	1738122473	1738122906	433	0	x
fintan	epyc	2	64	128	128	40	64	"###AVG#CORPUS#200tp##"	1738123199	1738123563	364	0	x
fintan	epyc	2	64	128	128	40	96	"###AVG#CORPUS#200tp##"	1738122906	1738123199	293	0	x
fintan	epyc	2	64	128	128	40	128	"###AVG#CORPUS#200tp##"	1738123563	1738123825	262	0	x
fintan	epyc	2	64	128	128	50	1	"###FULL#CORPUS#200K##"	1738123832	1738124095	263	0	x
fintan	epyc	2	64	128	128	50	4	"###FULL#CORPUS#200K##"	1738124095	1738124168	73	0	x
fintan	epyc	2	64	128	128	50	16	"###FULL#CORPUS#200K##"	1738124168	1738124230	62	0	x
fintan	epyc	2	64	128	128	50	32	"###FULL#CORPUS#200K##"	1738124230	1738124288	58	0	x
fintan	epyc	2	64	128	128	50	48	"###FULL#CORPUS#200K##"	1738124288	1738124346	58	0	x
fintan	epyc	2	64	128	128	50	64	"###FULL#CORPUS#200K##"	1738124403	1738124468	65	0	x
fintan	epyc	2	64	128	128	50	96	"###FULL#CORPUS#200K##"	1738124346	1738124403	57	0	x
fintan	epyc	2	64	128	128	50	128	"###FULL#CORPUS#200K##"	1738124468	1738124527	59	0	x
fintan	epyc	2	64	128	128	50	1	"###AVG#CORPUS#200tp##"	1738138537	1738139311	774	0	x
fintan	epyc	2	64	128	128	50	4	"###AVG#CORPUS#200tp##"	1738139311	1738139942	631	0	x
fintan	epyc	2	64	128	128	50	16	"###AVG#CORPUS#200tp##"	1738139942	1738140703	761	0	x
fintan	epyc	2	64	128	128	50	32	"###AVG#CORPUS#200tp##"	1738140703	1738141401	698	0	x
fintan	epyc	2	64	128	128	50	48	"###AVG#CORPUS#200tp##"	1738141401	1738141943	542	0	x
fintan	epyc	2	64	128	128	50	64	"###AVG#CORPUS#200tp##"	1738142307	1738142761	454	0	x
fintan	epyc	2	64	128	128	50	96	"###AVG#CORPUS#200tp##"	1738141943	1738142307	364	0	x
fintan	epyc	2	64	128	128	50	128	"###AVG#CORPUS#200tp##"	1738142761	1738143089	328	0	x

fintan	xeon	2	48	96	999	01	1	"###FULL#CORPUS#200K##"	1736697652	1736697665	13	0	x
fintan	xeon	2	48	96	999	01	4	"###FULL#CORPUS#200K##"	1736697665	1736697677	12	0	x
fintan	xeon	2	48	96	999	01	16	"###FULL#CORPUS#200K##"	1736697678	1736697689	11	0	x
fintan	xeon	2	48	96	999	01	32	"###FULL#CORPUS#200K##"	1736697689	1736697701	12	0	x
fintan	xeon	2	48	96	999	01	48	"###FULL#CORPUS#200K##"	1736697701	1736697713	12	0	x
fintan	xeon	2	48	96	999	01	96	"###FULL#CORPUS#200K##"	1736697713	1736697725	12	2.0	x
fintan	xeon	2	48	96	999	01	1	"###AVG#CORPUS#200tp##"	1736697725	1736697743	18	0	x
fintan	xeon	2	48	96	999	01	4	"###AVG#CORPUS#200tp##"	1736697743	1736697760	17	0	x
fintan	xeon	2	48	96	999	01	16	"###AVG#CORPUS#200tp##"	1736697760	1736697777	17	0	x
fintan	xeon	2	48	96	999	01	32	"###AVG#CORPUS#200tp##"	1736697777	1736697786	9	0	x
fintan	xeon	2	48	96	999	01	48	"###AVG#CORPUS#200tp##"	1736697786	1736697795	9	0	x
fintan	xeon	2	48	96	999	01	96	"###AVG#CORPUS#200tp##"	1736697795	1736697802	7	2.1	x
fintan	xeon	2	48	96	999	02	1	"###FULL#CORPUS#200K##"	1736697802	1736697816	14	0	x
fintan	xeon	2	48	96	999	02	4	"###FULL#CORPUS#200K##"	1736697816	1736697826	10	0	x
fintan	xeon	2	48	96	999	02	16	"###FULL#CORPUS#200K##"	1736697826	1736697838	12	0	x
fintan	xeon	2	48	96	999	02	32	"###FULL#CORPUS#200K##"	1736697838	1736697849	11	0	x
fintan	xeon	2	48	96	999	02	48	"###FULL#CORPUS#200K##"	1736697849	1736697861	12	0	x
fintan	xeon	2	48	96	999	02	96	"###FULL#CORPUS#200K##"	1736697861	1736697877	16	3.8	x
fintan	xeon	2	48	96	999	02	1	"###AVG#CORPUS#200tp##"	1736697877	1736697907	30	0	x
fintan	xeon	2	48	96	999	02	4	"###AVG#CORPUS#200tp##"	1736697907	1736697941	34	0	x
fintan	xeon	2	48	96	999	02	16	"###AVG#CORPUS#200tp##"	1736697941	1736697961	20	0	x
fintan	xeon	2	48	96	999	02	32	"###AVG#CORPUS#200tp##"	1736697961	1736697977	16	0	x
fintan	xeon	2	48	96	999	02	48	"###AVG#CORPUS#200tp##"	1736697977	1736697993	16	0	x
fintan	xeon	2	48	96	999	02	96	"###AVG#CORPUS#200tp##"	1736697993	1736698005	12	3.3	x
fintan	xeon	2	48	96	999	04	1	"###FULL#CORPUS#200K##"	1736698005	1736698026	21	0	x
fintan	xeon	2	48	96	999	04	4	"###FULL#CORPUS#200K##"	1736698026	1736698040	14	0	x
fintan	xeon	2	48	96	999	04	16	"###FULL#CORPUS#200K##"	1736698040	1736698054	14	0	x
fintan	xeon	2	48	96	999	04	32	"###FULL#CORPUS#200K##"	1736698054	1736698069	15	0	x
fintan	xeon	2	48	96	999	04	48	"###FULL#CORPUS#200K##"	1736698069	1736698085	16	0	x
fintan	xeon	2	48	96	999	04	96	"###FULL#CORPUS#200K##"	1736698085	1736698104	19	6.8	x
fintan	xeon	2	48	96	999	04	1	"###AVG#CORPUS#200tp##"	1736698104	1736698149	45	0	x
fintan	xeon	2	48	96	999	04	4	"###AVG#CORPUS#200tp##"	1736698149	1736698201	52	0	x
fintan	xeon	2	48	96	999	04	16	"###AVG#CORPUS#200tp##"	1736698201	1736698240	39	0	x
fintan	xeon	2	48	96	999	04	32	"###AVG#CORPUS#200tp##"	1736698240	1736698271	31	0	x
fintan	xeon	2	48	96	999	04	48	"###AVG#CORPUS#200tp##"	1736698271	1736698300	29	0	x
fintan	xeon	2	48	96	999	04	96	"###AVG#CORPUS#200tp##"	1736698300	1736698322	22	3.1	x
fintan	xeon	2	48	96	999	07	1	"###FULL#CORPUS#200K##"	1736698323	1736698354	31	0	x
fintan	xeon	2	48	96	999	07	4	"###FULL#CORPUS#200K##"	1736698354	1736698371	17	0	x
fintan	xeon	2	48	96	999	07	16	"###FULL#CORPUS#200K##"	1736698371	1736698388	17	0	x
fintan	xeon	2	48	96	999	07	32	"###FULL#CORPUS#200K##"	1736698388	1736698407	19	0	x
fintan	xeon	2	48	96	999	07	48	"###FULL#CORPUS#200K##"	1736698407	1736698427	20	0	x
fintan	xeon	2	48	96	999	07	96	"###FULL#CORPUS#200K##"	1736698427	1736698446	19	9.3	x
fintan	xeon	2	48	96	999	07	1	"###AVG#CORPUS#200tp##"	1736698446	1736698519	73	0	x
fintan	xeon	2	48	96	999	07	4	"###AVG#CORPUS#200tp##"	1736698519	1736698617	98	0	x
fintan	xeon	2	48	96	999	07	16	"###AVG#CORPUS#200tp##"	1736698617	1736698681	64	0	x
fintan	xeon	2	48	96	999	07	32	"###AVG#CORPUS#200tp##"	1736698681	1736698733	52	0	x
fintan	xeon	2	48	96	999	07	48	"###AVG#CORPUS#200tp##"	1736698733	1736698782	49	0	x
fintan	xeon	2	48	96	999	07	96	"###AVG#CORPUS#200tp##"	1736698782	1736698819	37	3.2	x
fintan	xeon	2	48	96	999	08	1	"###FULL#CORPUS#200K##"	1736698820	1736698854	34	0	x
fintan	xeon	2	48	96	999	08	4	"###FULL#CORPUS#200K##"	1736698854	1736698871	17	0	x
fintan	xeon	2	48	96	999	08	16	"###FULL#CORPUS#200K##"	1736698871	1736698892	21	0	x
fintan	xeon	2	48	96	999	08	32	"###FULL#CORPUS#200K##"	1736698892	1736698914	22	0	x
fintan	xeon	2	48	96	999	08	48	"###FULL#CORPUS#200K##"	1736698914	1736698934	20	0	x
fintan	xeon	2	48	96	999	08	96	"###FULL#CORPUS#200K##"	1736698934	1736698953	19	10.1	x
fintan	xeon	2	48	96	999	08	1	"###AVG#CORPUS#200tp##"	1736698953	1736699033	80	0	x
fintan	xeon	2	48	96	999	08	4	"###AVG#CORPUS#200tp##"	1736699033	1736699144	111	0	x
fintan	xeon	2	48	96	999	08	16	"###AVG#CORPUS#200tp##"	1736699144	1736699218	74	0	x
fintan	xeon	2	48	96	999	08	32	"###AVG#CORPUS#200tp##"	1736699218	1736699276	58	0	x
fintan	xeon	2	48	96	999	08	48	"###AVG#CORPUS#200tp##"	1736699276	1736699333	57	0	x
fintan	xeon	2	48	96	999	08	96	"###AVG#CORPUS#200tp##"	1736699333	1736699378	45	3.8	x
fintan	xeon	2	48	96	999	10	1	"###FULL#CORPUS#200K##"	1736699379	1736699414	35	0	x
fintan	xeon	2	48	96	999	10	4	"###FULL#CORPUS#200K##"	1736699414	1736699434	20	0	x
fintan	xeon	2	48	96	999	10	16	"###FULL#CORPUS#200K##"	1736699434	1736699456	22	0	x
fintan	xeon	2	48	96	999	10	32	"###FULL#CORPUS#200K##"	1736699456	1736699480	24	0	x
fintan	xeon	2	48	96	999	10	48	"###FULL#CORPUS#200K##"	1736699480	1736699503	23	0	x
fintan	xeon	2	48	96	999	10	96	"###FULL#CORPUS#200K##"	1736699503	1736699532	29	11.2	x
fintan	xeon	2	48	96	999	10	1	"###AVG#CORPUS#200tp##"	1736699532	1736699633	101	0	x
fintan	xeon	2	48	96	999	10	4	"###AVG#CORPUS#200tp##"	1736699633	1736699761	128	0	x
fintan	xeon	2	48	96	999	10	16	"###AVG#CORPUS#200tp##"	1736699761	1736699856	95	0	x
fintan	xeon	2	48	96	999	10	32	"###AVG#CORPUS#200tp##"	1736699856	1736699929	73	0	x
fintan	xeon	2	48	96	999	10	48	"###AVG#CORPUS#200tp##"	1736699929	1736700001	72	0	x
fintan	xeon	2	48	96	999	10	96	"###AVG#CORPUS#200tp##"	1736700001	1736700052	51	3.1	x
fintan	xeon	2	48	96	999	16	1	"###FULL#CORPUS#200K##"	1736700054	1736700119	65	0	x
fintan	xeon	2	48	96	999	16	4	"###FULL#CORPUS#200K##"	1736700119	1736700150	31	0	x
fintan	xeon	2	48	96	999	16	16	"###FULL#CORPUS#200K##"	1736700150	1736700177	27	0	x
fintan	xeon	2	48	96	999	16	32	"###FULL#CORPUS#200K##"	1736700177	1736700205	28	0	x
fintan	xeon	2	48	96	999	16	48	"###FULL#CORPUS#200K##"	1736700205	1736700232	27	0	x
fintan	xeon	2	48	96	999	16	96	"###FULL#CORPUS#200K##"	1736700232	1736700260	28	12.6	x
fintan	xeon	2	48	96	999	16	1	"###AVG#CORPUS#200tp##"	1736700260	1736700420	160	0	x
fintan	xeon	2	48	96	999	16	4	"###AVG#CORPUS#200tp##"	1736700420	1736700628	208	0	x
fintan	xeon	2	48	96	999	16	16	"###AVG#CORPUS#200tp##"	1736700628	1736700772	144	0	x
fintan	xeon	2	48	96	999	16	32	"###AVG#CORPUS#200tp##"	1736700772	1736700890	118	0	x
fintan	xeon	2	48	96	999	16	48	"###AVG#CORPUS#200tp##"	1736700890	1736701009	119	0	x
fintan	xeon	2	48	96	999	16	96	"###AVG#CORPUS#200tp##"	1736701009	1736701091	82	2.8	x
fintan	xeon	2	48	96	999	20	1	"###FULL#CORPUS#200K##"	1736701093	1736701167	74	0	x
fintan	xeon	2	48	96	999	20	4	"###FULL#CORPUS#200K##"	1736701167	1736701201	34	0	x
fintan	xeon	2	48	96	999	20	16	"###FULL#CORPUS#200K##"	1736701201	1736701232	31	0	x
fintan	xeon	2	48	96	999	20	32	"###FULL#CORPUS#200K##"	1736701232	1736701263	31	0	x
fintan	xeon	2	48	96	999	20	48	"###FULL#CORPUS#200K##"	1736701263	1736701296	33	0	x
fintan	xeon	2	48	96	999	20	96	"###FULL#CORPUS#200K##"	1736701296	1736701328	32	14.3	x
fintan	xeon	2	48	96	999	20	1	"###AVG#CORPUS#200tp##"	1736701328	1736701521	193	0	x
fintan	xeon	2	48	96	999	20	4	"###AVG#CORPUS#200tp##"	1736701521	1736701787	266	0	x
fintan	xeon	2	48	96	999	20	16	"###AVG#CORPUS#200tp##"	1736701787	1736701973	186	0	x
fintan	xeon	2	48	96	999	20	32	"###AVG#CORPUS#200tp##"	1736701973	1736702117	144	0	x
fintan	xeon	2	48	96	999	20	48	"###AVG#CORPUS#200tp##"	1736702117	1736702252	135	0	x
fintan	xeon	2	48	96	999	20	96	"###AVG#CORPUS#200tp##"	1736702252	1736702354	102	2.9	x
fintan	xeon	2	48	96	999	24	1	"###FULL#CORPUS#200K##"	1736702356	1736702439	83	0	x
fintan	xeon	2	48	96	999	24	4	"###FULL#CORPUS#200K##"	1736702439	1736702473	34	0	x
fintan	xeon	2	48	96	999	24	16	"###FULL#CORPUS#200K##"	1736702473	1736702511	38	0	x
fintan	xeon	2	48	96	999	24	32	"###FULL#CORPUS#200K##"	1736702511	1736702549	38	0	x
fintan	xeon	2	48	96	999	24	48	"###FULL#CORPUS#200K##"	1736702549	1736702586	37	0	x
fintan	xeon	2	48	96	999	24	96	"###FULL#CORPUS#200K##"	1736702586	1736702625	39	13.8	x
